tic;x;y;z;angle;momx;momy;shield;health;ammo;sector_x;sector_y
33912;3009;-3567;-24;20250;-6;-6;94;84;54;12;-14
33947;2933;-3614;-24;17086;5;-1;94;84;54;11;-14
33982;2869;-3602;-24;17086;-4;1;94;84;54;11;-14
34017;3009;-3619;-24;17438;6;-2;94;84;54;12;-14
34052;3001;-3701;-24;25875;-4;-7;94;84;54;12;-14
34087;3016;-3964;-24;28336;1;-9;94;84;54;12;-15
34122;3031;-3991;-24;27809;0;-3;94;84;54;12;-15
34157;3018;-4205;-24;27457;-1;-4;94;84;53;12;-16
34192;3015;-4243;-24;27809;-1;0;93;82;52;12;-16
34227;3005;-4171;-24;27281;-1;0;88;72;51;12;-16
34275;3008;-4159;-24;23941;0;0;85;66;49;12;-16
34328;3015;-4121;-24;28512;0;-1;85;66;47;12;-16
34363;3068;-4320;-24;24820;0;-5;85;66;47;12;-17
34398;2998;-4390;-24;19195;-7;-3;85;66;47;11;-17
34433;2729;-4433;-24;19020;-7;-1;86;91;47;10;-17
34490;2724;-4386;-24;4078;3;3;86;91;47;10;-17
34525;2780;-4201;-24;14098;-4;6;86;91;47;11;-16
34560;2723;-4145;-24;4078;-1;0;86;92;57;10;-16
34604;2869;-4212;-24;28652;4;-6;86;93;57;11;-16
34639;2832;-4344;-24;27422;-2;-4;86;93;57;11;-17
34674;2863;-4489;-24;387;0;-2;86;93;57;11;-17
34709;3051;-4456;-24;738;7;1;86;93;57;12;-17
34744;3305;-4431;-24;2848;2;0;86;94;57;13;-17
34801;3297;-4386;-24;12164;-1;2;86;94;57;13;-17
34836;3196;-4280;-24;7770;-2;7;86;94;57;12;-17
34871;3157;-4250;-24;13219;2;-3;86;94;57;12;-17
34906;3194;-4251;-24;11109;-2;6;86;94;57;12;-17
34957;3148;-4177;-24;1441;2;0;86;95;57;12;-16
34992;3311;-4183;-24;3375;-2;-1;86;95;67;13;-16
35027;3245;-4222;-24;3375;-1;-1;86;95;67;12;-16
35228;3244;-4167;-24;26895;0;0;86;95;67;12;-16
35263;3213;-4358;-24;24609;-3;-8;86;95;67;12;-17
35298;3119;-4484;-24;15996;-6;1;86;95;67;12;-17
35333;2953;-4410;-24;7031;-2;0;86;95;67;11;-17
35368;2983;-4250;-24;8262;1;8;86;95;67;11;-17
35403;3011;-4049;-24;8262;0;0;86;95;67;12;-16
35462;2991;-4206;-24;7559;-1;-5;86;95;67;11;-16
35497;2985;-4254;-24;31430;-1;-1;86;95;67;11;-17
35532;3022;-4379;-24;31078;2;-5;86;95;67;12;-17
35567;3223;-4493;-24;2285;4;-2;86;95;67;12;-17
35602;3252;-4418;-24;10723;-3;6;86;95;67;13;-17
35637;3219;-4251;-24;9668;-1;6;86;95;67;12;-17
35672;3227;-4169;-24;11426;2;-5;86;95;67;12;-16
35707;3311;-4320;-24;15469;0;-1;86;95;67;13;-17
35742;3251;-4335;-24;22500;-6;-5;86;95;67;13;-17
35777;3082;-4493;-24;15117;-2;-2;86;95;67;12;-17
35812;3009;-4373;-24;8965;-2;7;86;95;67;12;-17
35847;3006;-4093;-24;7910;1;8;86;95;67;12;-16
35882;3019;-4049;-24;9141;-1;0;86;95;67;12;-16
35917;3013;-3843;-24;9141;-1;8;86;95;67;12;-15
35952;3039;-3596;-24;6680;0;2;86;95;67;12;-14
35987;3054;-3572;-24;34945;2;-1;86;95;67;12;-14
36022;2951;-3535;-24;35473;-4;1;86;95;67;11;-14
36057;3035;-3451;-24;2988;5;3;86;95;67;12;-13
36092;3114;-3414;-24;35824;4;0;86;95;67;12;-13
36127;3358;-3479;-40;33715;7;-4;85;91;67;13;-13
36162;3444;-3574;-48;27738;1;-7;85;91;67;13;-14
36197;3470;-3630;-48;23871;0;0;80;81;65;13;-14
36232;3484;-3615;-48;23168;0;0;76;73;63;13;-14
36320;3437;-3714;-48;21762;-5;-7;76;73;59;13;-14
36355;3245;-3889;-48;25277;-3;-3;76;73;59;12;-15
36390;3250;-3952;-48;32133;0;0;76;73;36;13;-15
36434;3257;-3925;-48;9316;-1;5;76;73;36;13;-15
36485;3223;-3761;-48;352;1;0;76;98;36;12;-15
36520;3340;-3764;-48;27387;0;-1;76;98;36;13;-15
36555;3335;-3911;-48;28441;-1;-3;76;98;36;13;-15
36590;3356;-3925;-48;2812;4;2;76;98;36;13;-15
36625;3487;-3729;-48;11074;0;7;76;98;36;13;-14
36660;3421;-3533;-40;12129;-2;2;76;98;36;13;-14
36695;3409;-3510;-40;18984;-1;0;76;98;36;13;-14
36765;3233;-3584;-24;20918;-8;-4;75;94;36;12;-14
36800;3089;-3627;-24;13887;-1;-1;75;94;36;12;-14
36835;3045;-3579;-24;18281;-2;0;75;94;36;12;-14
36870;2845;-3594;-24;18633;-2;0;75;94;36;11;-14
36905;2826;-3588;-24;8262;-1;0;75;94;36;11;-14
36963;3015;-3525;-24;4746;6;4;75;94;36;12;-14
36998;3142;-3344;-24;8438;1;2;75;94;36;12;-13
37033;3079;-3267;-24;16348;-7;3;75;94;36;12;-13
37068;2949;-3215;-24;13008;-1;0;75;94;36;11;-12
37103;2956;-3176;-24;6680;2;5;75;94;36;11;-12
37138;2994;-2989;-24;11426;-3;6;75;94;36;11;-11
37173;2832;-2779;-24;14766;-7;4;75;94;35;11;-11
37208;2587;-2626;-8;18105;-8;2;75;94;35;10;-10
37243;2376;-2596;0;18633;-5;0;75;94;35;9;-10
37278;2274;-2673;0;17402;-7;-3;75;94;35;9;-10
37313;2024;-2620;0;10898;-5;5;75;94;35;8;-10
37348;1854;-2413;0;19512;-8;1;75;94;35;7;-9
37383;1616;-2510;0;16875;-8;-2;75;94;35;6;-10
37418;1563;-2497;0;16875;-3;1;75;94;35;6;-9
37453;1351;-2544;0;25664;-5;-6;75;94;35;5;-10
37488;1311;-2808;0;27422;0;-9;75;94;35;5;-11
37523;1327;-3069;0;29707;0;-4;75;94;35;5;-12
37558;1327;-3171;-16;1090;0;0;75;94;35;5;-12
37593;1219;-3188;-16;33047;-2;-1;75;94;35;4;-12
37628;1284;-3278;-16;33047;7;-3;75;94;35;5;-13
37663;1305;-3335;-16;387;-5;-1;75;94;35;5;-13
37698;1103;-3347;-8;387;-7;-1;75;94;35;4;-13
37733;1000;-3354;-8;10758;-1;-1;75;94;35;4;-13
37770;945;-3318;-16;15855;-6;2;75;94;35;3;-13
37805;688;-3241;0;18316;-9;0;75;94;35;2;-12
37840;391;-3223;-8;18141;-9;0;75;94;35;1;-12
37875;99;-3226;104;18141;-9;-1;75;94;35;0;-12
37910;-190;-3233;128;18141;-7;-1;75;94;35;0;-12
37945;-237;-3234;128;18141;3;0;75;94;35;0;-12
38015;-177;-3236;128;18141;7;0;75;94;35;0;-12
38050;99;-3229;104;18141;4;0;75;94;35;0;-12
38085;149;-3228;88;29215;0;0;75;94;35;0;-12
38120;234;-3289;52;31148;4;-4;75;94;35;0;-13
38155;373;-3325;-8;28160;1;-1;75;94;35;1;-13
38190;328;-3425;-8;20953;-2;-3;75;94;35;1;-13
38225;287;-3418;-8;12691;-2;1;75;94;35;1;-13
38260;156;-3385;-8;13395;-4;1;75;94;35;0;-13
38295;129;-3360;-8;3551;3;2;75;94;35;0;-13
38330;317;-3278;8;3551;5;1;75;94;35;1;-13
38365;398;-3106;-8;15504;-5;5;75;94;35;1;-12
38400;296;-3025;-8;25172;-1;0;75;94;35;1;-12
38442;293;-3025;-8;27633;-1;0;75;94;35;1;-12
38477;293;-3029;-8;27633;-1;5;75;94;35;1;-12
38518;289;-3043;-8;27633;0;-5;75;94;35;1;-12
38553;289;-3025;-8;27281;-1;0;75;94;35;1;-12
38588;279;-3038;-8;26051;0;4;75;94;35;1;-12
38623;300;-3033;-8;32203;3;-3;75;94;35;1;-12
38658;477;-3155;-8;31500;5;-6;75;94;35;1;-12
38693;615;-3296;-8;34488;7;-4;75;94;35;2;-13
38728;867;-3425;0;31852;6;-6;75;94;35;3;-13
38763;1068;-3627;0;27105;2;-8;75;94;35;4;-14
38808;1068;-3600;0;26402;-1;-2;75;94;35;4;-14
38843;1081;-3459;0;26402;0;5;75;94;34;4;-13
38878;1087;-3401;0;17789;-1;0;75;94;34;4;-13
38913;1014;-3381;0;12340;-3;3;75;94;34;4;-13
